1901,1901 American League Team Review Hitting Statistics League Leaderboard,1901 American League Team Review Hitting Statistics League Leaderboard,1901 American League Team Review Hitting Statistics League Leaderboard
2002,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard,2002 American League Team Review  Hitting Statistics League Leaderboard
2002,TEAM,G,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,CS,OBP,SLG,AVG
2002,Anaheim,162,5678,851,1603,333,32,152,811,2456,462,805,117,51,.341,.433,.282
2002,Baltimore,162,5491,667,1353,311,27,165,636,2213,452,993,110,48,.309,.403,.246
2002,Boston,162,5640,859,1560,348,33,177,810,2505,545,944,80,28,.345,.444,.277
2002,Chicago,162,5502,856,1475,289,29,217,819,2473,555,952,75,31,.338,.449,.268
2002,Cleveland,162,5423,739,1349,255,26,192,706,2232,542,1000,52,37,.321,.412,.249
2002,Detroit,161,5406,575,1340,265,37,124,546,2051,363,1035,65,44,.300,.379,.248
2002,Kansas City,162,5535,737,1415,285,42,140,695,2204,524,921,140,65,.323,.398,.256
2002,Minnesota,161,5582,768,1518,348,36,167,731,2439,472,1089,79,62,.332,.437,.272
2002,New York,161,5601,897,1540,314,12,223,857,2547,640,1171,100,38,.354,.455,.275
2002,Oakland,162,5558,800,1450,279,28,205,772,2400,609,1008,46,20,.339,.432,.261
2002,Seattle,162,5569,814,1531,285,31,152,771,2334,629,1003,137,58,.350,.419,.275
2002,Tampa Bay,161,5604,673,1418,297,35,133,640,2184,456,1115,102,45,.314,.390,.253
2002,Texas,162,5618,843,1510,304,27,230,806,2558,554,1055,62,34,.338,.455,.269
2002,Toronto,162,5581,813,1457,305,38,187,771,2399,522,1142,71,18,.327,.430,.261
2002,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard,2002 American League Hitting Statistics League Leaderboard
2002,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard,2002 American League Team Review  Pitching Statistics League Leaderboard
2002,TEAM,W,L,ERA,CG,SH,SV,SVO,IP,H,R,ER,HR,HBP,BB,SO
2002,Anaheim,99,63,3.69,7,14,54,70,1452.1,1345,644,595,169,49,509,999
2002,Baltimore,67,95,4.46,8,3,31,46,1450.2,1491,773,719,208,54,549,967
2002,Boston,93,69,3.75,5,17,51,68,1446.0,1339,665,603,146,84,430,1157
2002,Chicago,81,81,4.53,7,7,35,46,1423.0,1422,798,716,190,60,528,945
2002,Cleveland,74,88,4.91,9,4,34,53,1424.2,1508,837,777,142,57,603,1058
2002,Detroit,55,106,4.92,11,7,33,53,1414.0,1593,864,773,163,62,463,794
2002,Kansas City,62,100,5.21,12,6,30,54,1441.0,1587,891,834,212,52,572,909
2002,Minnesota,94,67,4.12,8,9,47,65,1444.2,1454,712,662,184,45,439,1026
2002,New York,103,58,3.87,9,11,53,69,1452.0,1441,697,625,144,48,403,1135
2002,Oakland,103,59,3.68,9,19,48,68,1452.0,1391,654,593,135,62,474,1021
2002,Seattle,93,69,4.07,8,12,43,64,1445.1,1422,699,654,178,49,441,1063
2002,Tampa Bay,55,106,5.29,12,3,25,46,1440.1,1567,918,846,215,94,620,925
2002,Texas,72,90,5.15,4,4,33,65,1439.2,1528,882,824,194,76,669,1030
2002,Toronto,78,84,4.80,6,6,41,70,1438.1,1504,828,767,177,71,590,991
2002,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard,2002 American League Pitching Statistics League Leaderboard
2002,"Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,383,235.00 Minimum Salary: $200,000.00"
2003,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard,2003 American League Team Review Hitting Statistics League Leaderboard
2003,TEAM,G,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,CS,OBP,SLG,AVG
2003,Anaheim,162,5487,736,1473,276,33,150,687,2265,476,838,129,61,.330,.413,.268
2003,Baltimore,163,5665,743,1516,277,24,152,695,2297,431,902,89,36,.323,.405,.268
2003,Boston,162,5769,961,1667,371,40,238,932,2832,620,943,88,35,.360,.491,.289
2003,Chicago,162,5487,791,1445,303,19,220,766,2446,519,916,77,29,.331,.446,.263
2003,Cleveland,162,5572,699,1413,296,26,158,660,2235,466,1062,86,61,.316,.401,.254
2003,Detroit,162,5466,591,1312,201,39,153,553,2050,443,1099,98,63,.300,.375,.240
2003,Kansas City,162,5568,836,1526,288,39,162,781,2378,476,926,120,42,.336,.427,.274
2003,Minnesota,162,5655,801,1567,318,45,155,755,2440,512,1027,94,44,.341,.431,.277
2003,New York,163,5605,877,1518,304,14,230,845,2540,684,1042,98,33,.356,.453,.271
2003,Oakland,162,5497,768,1398,317,24,176,742,2291,556,898,48,14,.327,.417,.254
2003,Seattle,162,5561,795,1509,290,33,139,759,2282,586,989,108,37,.344,.410,.271
2003,Tampa Bay,162,5654,715,1501,298,38,137,678,2286,420,1030,142,42,.320,.404,.265
2003,Texas,162,5664,826,1506,274,36,239,799,2569,488,1052,65,25,.330,.454,.266
2003,Toronto,162,5661,894,1580,357,33,190,853,2573,546,1081,37,25,.349,.455,.279
2003,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard,2003 American League Hitting Statistics League Leaderboard
2003,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard,2003 American League Team Review Pitching Statistics League Leaderboard
2003,TEAM,W,L,ERA,G,CG,SHO,SV,IP,HA,R,ER,HR,HBP,BB,SO
2003,Anaheim,77,85,4.28,162,5,9,39,1431.1,1444,743,680,190,76,486,980
2003,Baltimore,71,91,4.76,163,9,3,41,1449.2,1579,820,767,198,80,526,981
2003,Boston,95,67,4.48,162,5,6,36,1464.2,1503,809,729,153,76,488,1141
2003,Chicago,86,76,4.17,162,12,4,36,1431.0,1364,715,663,162,53,518,1056
2003,Cleveland,68,94,4.21,162,5,7,34,1459.1,1477,778,682,179,64,501,943
2003,Detroit,43,119,5.30,162,3,5,27,1438.2,1616,928,847,195,56,557,764
2003,Kansas City,83,79,5.05,162,7,10,36,1438.2,1569,867,808,190,66,566,865
2003,Minnesota,90,72,4.41,162,7,8,45,1462.0,1526,758,716,187,50,402,997
2003,New York,101,61,4.02,163,8,12,49,1462.0,1512,716,653,145,49,375,1119
2003,Oakland,96,66,3.63,162,16,14,48,1441.2,1336,643,582,140,54,499,1018
2003,Seattle,93,69,3.76,162,8,15,38,1441.0,1340,637,602,173,54,466,1001
2003,Tampa Bay,63,99,4.93,162,7,7,30,1436.2,1454,852,787,196,95,639,877
2003,Texas,71,91,5.67,162,4,3,43,1433.1,1625,969,903,208,63,603,1009
2003,Toronto,86,76,4.69,162,14,6,36,1435.0,1560,826,748,184,57,485,984
2003,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard,2003 American League Pitching Statistics League Leaderboard
2003,"Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,555,476.00 Minimum Salary: $300,000.00"
2004,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard,2004 American League Team Review Hitting Statistics League Leaderboard
2004,TEAM,G,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,CS,OBP,SLG,AVG
2004,Anaheim,162,5675,836,1603,272,37,162,783,2435,450,942,143,46,.341,.429,.282
2004,Baltimore,162,5736,842,1614,319,18,169,803,2476,528,949,101,41,.345,.432,.281
2004,Boston,162,5720,949,1613,373,25,222,912,2702,659,1189,68,30,.360,.472,.282
2004,Chicago,162,5534,865,1481,284,19,242,823,2529,499,1030,78,51,.333,.457,.268
2004,Cleveland,162,5676,858,1565,345,29,184,820,2520,606,1009,94,55,.351,.444,.276
2004,Detroit,162,5623,827,1531,284,54,201,800,2526,518,1144,86,50,.337,.449,.272
2004,Kansas City,162,5538,720,1432,261,29,150,675,2201,461,1057,67,48,.322,.397,.259
2004,Minnesota,162,5623,780,1494,310,24,191,735,2425,513,982,116,46,.332,.431,.266
2004,New York,162,5527,897,1483,281,20,242,863,2530,670,982,84,33,.353,.458,.268
2004,Oakland,162,5728,793,1545,336,15,189,752,2478,608,1061,47,22,.343,.433,.270
2004,Seattle,162,5722,698,1544,276,20,136,658,2268,492,1058,110,42,.331,.396,.270
2004,Tampa Bay,161,5483,714,1416,278,46,145,685,2221,469,944,132,42,.320,.405,.258
2004,Texas,162,5615,860,1492,323,34,227,825,2564,500,1099,69,36,.329,.457,.266
2004,Toronto,161,5531,719,1438,290,34,145,680,2231,513,1083,58,31,.328,.403,.260
2004,TEAM,G,AB,R,H,2B,3B,HR,RBI,TB,BB,SO,SB,CS,OBP,SLG,AVG
2004,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard,2004 American League Hitting Statistics League Leaderboard
2004,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard,2004 American League Team Review Pitching Statistics League Leaderboard
2004,TEAM,W,L,ERA,CG,SH,SV,IP,HA,R,ER,HR,HBP,BB,SO
2004,Anaheim,92,70,4.28,2,11,50,1454.1,1476,734,692,170,44,502,1164
2004,Baltimore,78,84,4.70,8,10,27,1455.1,1488,830,760,159,62,687,1090
2004,Boston,98,64,4.18,4,12,36,1451.1,1430,768,674,159,92,447,1132
2004,Chicago,83,79,4.91,8,8,34,1432.1,1505,831,782,224,48,527,1013
2004,Cleveland,80,82,4.81,8,8,32,1466.2,1553,857,784,201,62,579,1115
2004,Detroit,72,90,4.93,7,9,35,1439.2,1542,844,788,190,54,530,995
2004,Kansas City,58,104,5.15,6,3,25,1420.1,1638,905,813,208,56,518,887
2004,Minnesota,92,70,4.03,4,9,48,1476.0,1523,715,661,167,54,431,1123
2004,New York,101,61,4.69,1,5,59,1443.2,1532,808,752,182,60,445,1058
2004,Oakland,91,71,4.17,10,8,35,1471.1,1466,742,682,164,68,544,1034
2004,Seattle,63,99,4.76,7,7,28,1459.1,1498,823,772,212,72,575,1036
2004,Tampa Bay,70,91,4.81,3,5,35,1417.0,1459,842,757,192,93,580,923
2004,Texas,89,73,4.53,5,9,52,1439.2,1536,794,724,182,81,547,979
2004,Toronto,67,94,4.91,6,11,37,1421.0,1505,823,775,181,58,608,956
2004,TEAM,W,L,ERA,CG,SH,SV,IP,HA,R,ER,HR,HBP,BB,SO
2004,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard,2004 American League Pitching Statistics League Leaderboard
