1901,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →
1985,Stolen Bases,Rickey Henderson,New York,80,Top 25
1985,Total Bases,Don Mattingly,New York,370,Top 25
1985,Triples,Willie Wilson,Kansas City,21,Top 25
1985,Statistic,Name(s),Team(s),#,Top 25
1985,1985 A.L. History | 1985 N.L. History | Year-by-Year History,1985 A.L. History | 1985 N.L. History | Year-by-Year History,1985 A.L. History | 1985 N.L. History | Year-by-Year History,1985 A.L. History | 1985 N.L. History | Year-by-Year History,1985 A.L. History | 1985 N.L. History | Year-by-Year History
1986,1986 American League Player Review  Hitting Statistics League Leaderboard,1986 American League Player Review  Hitting Statistics League Leaderboard,1986 American League Player Review  Hitting Statistics League Leaderboard,1986 American League Player Review  Hitting Statistics League Leaderboard,1986 American League Player Review  Hitting Statistics League Leaderboard
1986,Statistic,Name(s),Team(s),#,Top 25
1986,Base on Balls,Wade Boggs,Boston,106,Top 25
1986,Batting Average,Wade Boggs,Boston,.357,Top 25
1986,Doubles,Don Mattingly,New York,53,Top 25
1986,Hits,Don Mattingly,New York,238,Top 25
1986,Home Runs,Jesse Barfield,Toronto,40,Top 25
1986,On Base Percentage,Wade Boggs,Boston,.455,Top 25
1986,RBI,Joe Carter,Cleveland,121,Top 25
1986,Runs,Rickey Henderson,New York,130,Top 25
1986,Slugging Average,Don Mattingly,New York,.573,Top 25
1986,Stolen Bases,Rickey Henderson,New York,87,Top 25
1986,Total Bases,Don Mattingly,New York,388,Top 25
1986,Triples,Brett Butler,Cleveland,14,Top 25
1986,Statistic,Name(s),Team(s),#,Top 25
1987,1987 American League Player Review  Hitting Statistics League Leaderboard,1987 American League Player Review  Hitting Statistics League Leaderboard,1987 American League Player Review  Hitting Statistics League Leaderboard,1987 American League Player Review  Hitting Statistics League Leaderboard,1987 American League Player Review  Hitting Statistics League Leaderboard
1987,Statistic,Name(s),Team(s),#,Top 25
1987,Base on Balls,Dwight Evans,Boston,106,Top 25
1987,Batting Average,Wade Boggs,Boston,.363,Top 25
1987,Doubles,Paul Molitor,Milwaukee,41,Top 25
1987,Hits,Kirby Puckett,Minnesota,207,Top 25
1987,Hits,Kevin Seitzer,Kansas City,207,Top 25
1987,Home Runs,Mark McGwire,Oakland,49,Top 25
1987,On Base Percentage,Wade Boggs,Boston,.467,Top 25
1987,RBI,George Bell,Toronto,134,Top 25
1987,Runs,Paul Molitor,Milwaukee,114,Top 25
1987,Slugging Average,Mark McGwire,Oakland,.618,Top 25
1987,Stolen Bases,Harold Reynolds,Seattle,67,Top 25
1987,Total Bases,George Bell,Toronto,369,Top 25
1987,Triples,Willie Wilson,Kansas City,15,Top 25
1987,Statistic,Name(s),Team(s),#,Top 25
1988,1988 American League Player Review Hitting Statistics League Leaderboard,1988 American League Player Review Hitting Statistics League Leaderboard,1988 American League Player Review Hitting Statistics League Leaderboard,1988 American League Player Review Hitting Statistics League Leaderboard,1988 American League Player Review Hitting Statistics League Leaderboard
1988,Statistic,Name(s),Team(s),#,Top 25
1988,Base on Balls,Wade Boggs,Boston,125,Top 25
1988,Batting Average,Wade Boggs,Boston,.366,Top 25
1988,Doubles,Wade Boggs,Boston,45,Top 25
1988,Hits,Kirby Puckett,Minnesota,234,Top 25
1988,Home Runs,Jose Canseco,Oakland,42,Top 25
1988,On Base Percentage,Wade Boggs,Boston,.480,Top 25
1988,RBI,Jose Canseco,Oakland,124,Top 25
1988,Runs,Wade Boggs,Boston,128,Top 25
1988,Slugging Average,Jose Canseco,Oakland,.569,Top 25
1988,Stolen Bases,Rickey Henderson,New York,93,Top 25
1988,Total Bases,Kirby Puckett,Minnesota,358,Top 25
1988,Triples,Harold Reynolds,Seattle,11,Top 25
1988,Triples,Willie Wilson,Kansas City,11,Top 25
1988,Triples,Robin Yount,Milwaukee,11,Top 25
1988,Statistic,Name(s),Team(s),#,Top 25
1989,1989 American League Player Review Hitting Statistics League Leaderboard,1989 American League Player Review Hitting Statistics League Leaderboard,1989 American League Player Review Hitting Statistics League Leaderboard,1989 American League Player Review Hitting Statistics League Leaderboard,1989 American League Player Review Hitting Statistics League Leaderboard
1989,Statistic,Name(s),Team(s),#,Top 25
1989,Base on Balls,Rickey Henderson,New York,126,Top 25
1989,Base on Balls,Rickey Henderson,Oakland,126,Top 25
1989,Batting Average,Kirby Puckett,Minnesota,.339,Top 25
1989,Doubles,Wade Boggs,Boston,51,Top 25
1989,Hits,Kirby Puckett,Minnesota,215,Top 25
1989,Home Runs,Fred McGriff,Toronto,36,Top 25
1989,On Base Percentage,Wade Boggs,Boston,.434,Top 25
1989,RBI,Ruben Sierra,Texas,119,Top 25
1989,Runs,Wade Boggs,Boston,113,Top 25
1989,Runs,Rickey Henderson,New York,113,Top 25
1989,Runs,Rickey Henderson,Oakland,113,Top 25
1989,Slugging Average,Ruben Sierra,Texas,.543,Top 25
1989,Stolen Bases,Rickey Henderson,New York,77,Top 25
1989,Stolen Bases,Rickey Henderson,Oakland,77,Top 25
1989,Total Bases,Ruben Sierra,Texas,344,Top 25
1989,Triples,Ruben Sierra,Texas,14,Top 25
1989,Statistic,Name(s),Team(s),#,Top 25
1990,1990 American League Player Review  Hitting Statistics League Leaderboard,1990 American League Player Review  Hitting Statistics League Leaderboard,1990 American League Player Review  Hitting Statistics League Leaderboard,1990 American League Player Review  Hitting Statistics League Leaderboard,1990 American League Player Review  Hitting Statistics League Leaderboard
1990,Statistic,Name,Team,#,Top 25
1990,Base on Balls,Mark McGwire,Oakland,110,Top 25
1990,Batting Average,George Brett,Kansas City,.329,Top 25
1990,Doubles,George Brett,Kansas City,45,Top 25
1990,Doubles,Jody Reed,Boston,45,Top 25
1990,Hits,Rafael Palmeiro,Texas,191,Top 25
1990,Home Runs,Cecil Fielder,Detroit,51,Top 25
1990,On Base Percentage,Rickey Henderson,Oakland,.441,Top 25
1990,RBI,Cecil Fielder,Detroit,132,Top 25
1990,Runs,Rickey Henderson,Oakland,119,Top 25
1990,Slugging Average,Cecil Fielder,Detroit,.592,Top 25
1990,Stolen Bases,Rickey Henderson,Oakland,65,Top 25
1990,Total Bases,Cecil Fielder,Detroit,339,Top 25
1990,Triples,Tony Fernandez,Toronto,17,Top 25
1990,Statistic,Name,Team,#,Top 25
1991,1991 American League Player Review ← 1990 | 1991 Hitting Statistics League Leaders | 1992 →,1991 American League Player Review ← 1990 | 1991 Hitting Statistics League Leaders | 1992 →,1991 American League Player Review ← 1990 | 1991 Hitting Statistics League Leaders | 1992 →,1991 American League Player Review ← 1990 | 1991 Hitting Statistics League Leaders | 1992 →,1991 American League Player Review ← 1990 | 1991 Hitting Statistics League Leaders | 1992 →
1991,Statistic,Name,Team,#,Top 25
1991,Base on Balls,Frank Thomas,Chicago,138,Top 25
1991,Batting Average,Julio Franco,Texas,.341,Top 25
1991,Doubles,Rafael Palmeiro,Texas,49,Top 25
1991,Hits,Paul Molitor,Milwaukee,216,Top 25
1991,Home Runs,Jose Canseco,Oakland,44,Top 25
1991,Home Runs,Cecil Fielder,Detroit,44,Top 25
1991,On Base Percentage,Frank Thomas,Chicago,.454,Top 25
1991,RBI,Cecil Fielder,Detroit,133,Top 25
1991,Runs,Paul Molitor,Milwaukee,133,Top 25
1991,Slugging Average,Danny Tartabull,Kansas City,.593,Top 25
1991,Stolen Bases,Rickey Henderson,Oakland,58,Top 25
1991,Total Bases,"Cal Ripken, Jr.",Baltimore,368,Top 25
1991,Triples,Lance Johnson,Chicago,12,Top 25
1991,Statistic,Name,Team,#,Top 25
1991,1991 A.L. History | 1991 N.L. History | Year-by-Year History,1991 A.L. History | 1991 N.L. History | Year-by-Year History,1991 A.L. History | 1991 N.L. History | Year-by-Year History,1991 A.L. History | 1991 N.L. History | Year-by-Year History,1991 A.L. History | 1991 N.L. History | Year-by-Year History
1992,1992 American League Player Review  Hitting Statistics League Leaderboard,1992 American League Player Review  Hitting Statistics League Leaderboard,1992 American League Player Review  Hitting Statistics League Leaderboard,1992 American League Player Review  Hitting Statistics League Leaderboard,1992 American League Player Review  Hitting Statistics League Leaderboard
1992,Statistic,Name,Team,#,Top 25
1992,Base on Balls,Mickey Tettleton,Detroit,122,Top 25
1992,Base on Balls,Frank Thomas,Chicago,122,Top 25
1992,Batting Average,Edgar Martinez,Seattle,.343,Top 25
1992,Doubles,Edgar Martinez,Seattle,46,Top 25
1992,Doubles,Frank Thomas,Chicago,46,Top 25
1992,Hits,Kirby Puckett,Minnesota,210,Top 25
1992,Home Runs,Juan Gonzalez,Texas,43,Top 25
1992,On Base Percentage,Frank Thomas,Chicago,.446,Top 25
1992,RBI,Cecil Fielder,Detroit,124,Top 25
1992,Runs,Tony Phillips,Detroit,114,Top 25
1992,Slugging Average,Mark McGwire,Oakland,.585,Top 25
1992,Stolen Bases,Kenny Lofton,Cleveland,66,Top 25
1992,Total Bases,Kirby Puckett,Minnesota,313,Top 25
1992,Triples,Lance Johnson,Chicago,12,Top 25
1992,Statistic,Name,Team,#,Top 25
1993,1993 American League Player Review  Hitting Statistics League Leaderboard,1993 American League Player Review  Hitting Statistics League Leaderboard,1993 American League Player Review  Hitting Statistics League Leaderboard,1993 American League Player Review  Hitting Statistics League Leaderboard,1993 American League Player Review  Hitting Statistics League Leaderboard
1993,Statistic,Name,Team,#,Top 25
1993,Base on Balls,Tony Phillips,Detroit,132,Top 25
1993,Batting Average,John Olerud,Toronto,.363,Top 25
1993,Doubles,John Olerud,Toronto,54,Top 25
1993,Hits,Paul Molitor,Toronto,211,Top 25
1993,Home Runs,Juan Gonzalez,Texas,46,Top 25
1993,On Base Percentage,John Olerud,Toronto,.478,Top 25
1993,RBI,Albert Belle,Cleveland,129,Top 25
1993,Runs,Rafael Palmeiro,Texas,124,Top 25
1993,Slugging Average,Juan Gonzalez,Texas,.632,Top 25
1993,Stolen Bases,Kenny Lofton,Cleveland,70,Top 25
1993,Total Bases,"Ken Griffey, Jr.",Seattle,359,Top 25
1993,Triples,Lance Johnson,Chicago,14,Top 25
1993,Statistic,Name,Team,#,Top 25
1994,1994 American League Player Review  Hitting Statistics League Leaderboard,1994 American League Player Review  Hitting Statistics League Leaderboard,1994 American League Player Review  Hitting Statistics League Leaderboard,1994 American League Player Review  Hitting Statistics League Leaderboard,1994 American League Player Review  Hitting Statistics League Leaderboard
1994,Statistic,Name,Team,#,Top 25
1994,Base on Balls,Frank Thomas,Chicago,109,Top 25
1994,Batting Average,Paul O'Neill,New York,.359,Top 25
1994,Doubles,Chuck Knoblauch,Minnesota,45,Top 25
1994,Hits,Kenny Lofton,Cleveland,160,Top 25
1994,Home Runs,"Ken Griffey, Jr.",Seattle,40,Top 25
1994,On Base Percentage,Frank Thomas,Chicago,.494,Top 25
1994,RBI,Kirby Puckett,Minnesota,112,Top 25
1994,Runs,Frank Thomas,Chicago,106,Top 25
1994,Slugging Average,Frank Thomas,Chicago,.729,Top 25
1994,Stolen Bases,Kenny Lofton,Cleveland,60,Top 25
1994,Total Bases,Albert Belle,Cleveland,294,Top 25
1994,Triples,Lance Johnson,Chicago,14,Top 25
1994,Statistic,Name,Team,#,Top 25
1995,1995 American League Player Review  Hitting Statistics League Leaderboard,1995 American League Player Review  Hitting Statistics League Leaderboard,1995 American League Player Review  Hitting Statistics League Leaderboard,1995 American League Player Review  Hitting Statistics League Leaderboard,1995 American League Player Review  Hitting Statistics League Leaderboard
1995,Statistic,Name,Team,#,Top 25
1995,Base on Balls,Frank Thomas,Chicago,136,Top 25
1995,Batting Average,Edgar Martinez,Seattle,.356,Top 25
1995,Doubles,Albert Belle,Cleveland,52,Top 25
1995,Doubles,Edgar Martinez,Seattle,52,Top 25
1995,Hits,Lance Johnson,Chicago,186,Top 25
1995,Home Runs,Albert Belle,Cleveland,50,Top 25
1995,On Base Percentage,Edgar Martinez,Seattle,.482,Top 25
1995,RBI,Albert Belle,Cleveland,126,Top 25
1995,RBI,Mo Vaughn,Boston,126,Top 25
1995,Runs,Albert Belle,Cleveland,121,Top 25
1995,Runs,Edgar Martinez,Seattle,121,Top 25
1995,Slugging Average,Albert Belle,Cleveland,.690,Top 25
1995,Stolen Bases,Kenny Lofton,Cleveland,54,Top 25
1995,Total Bases,Albert Belle,Cleveland,377,Top 25
1995,Triples,Kenny Lofton,Cleveland,13,Top 25
1995,Statistic,Name,Team,#,Top 25
1996,1996 American League Player Review  Hitting Statistics League Leaderboard,1996 American League Player Review  Hitting Statistics League Leaderboard,1996 American League Player Review  Hitting Statistics League Leaderboard,1996 American League Player Review  Hitting Statistics League Leaderboard,1996 American League Player Review  Hitting Statistics League Leaderboard
1996,Statistic,Name,Team,#,Top 25
1996,Base on Balls,Tony Phillips,Chicago,125,Top 25
1996,Batting Average,Alex Rodriguez,Seattle,.358,Top 25
1996,Doubles,Alex Rodriguez,Seattle,54,Top 25
1996,Hits,Paul Molitor,Minnesota,225,Top 25
1996,Home Runs,Mark McGwire,Oakland,52,Top 25
1996,On Base Percentage,Mark McGwire,Oakland,.468,Top 25
1996,RBI,Albert Belle,Cleveland,148,Top 25
1996,Runs,Alex Rodriguez,Seattle,141,Top 25
1996,Slugging Average,Mark McGwire,Oakland,.730,Top 25
1996,Stolen Bases,Kenny Lofton,Cleveland,75,Top 25
1996,Total Bases,Alex Rodriguez,Seattle,379,Top 25
1996,Triples,Chuck Knoblauch,Minnesota,14,Top 25
1996,Statistic,Name,Team,#,Top 25
1997,1997 American League Player Review Hitting Statistics League Leaderboard,1997 American League Player Review Hitting Statistics League Leaderboard,1997 American League Player Review Hitting Statistics League Leaderboard,1997 American League Player Review Hitting Statistics League Leaderboard,1997 American League Player Review Hitting Statistics League Leaderboard
1997,Statistic,Name,Team,#,Top 25
1997,Base on Balls,Jim Thome,Cleveland,120,Top 25
1997,Batting Average,Frank Thomas,Chicago,.347,Top 25
1997,Doubles,John Valentin,Boston,47,Top 25
1997,Hits,Nomar Garciaparra,Boston,209,Top 25
1997,Home Runs,"Ken Griffey, Jr.",Seattle,56,Top 25
1997,On Base Percentage,Frank Thomas,Chicago,.461,Top 25
1997,RBI,"Ken Griffey, Jr.",Seattle,147,Top 25
1997,Runs,"Ken Griffey, Jr.",Seattle,125,Top 25
1997,Slugging Average,"Ken Griffey, Jr.",Seattle,.646,Top 25
1997,Stolen Bases,Brian Hunter,Detroit,74,Top 25
1997,Total Bases,"Ken Griffey, Jr.",Seattle,393,Top 25
1997,Triples,Nomar Garciaparra,Boston,11,Top 25
1997,Statistic,Name,Team,#,Top 25
1998,1998 American League Player Review  Hitting Statistics League Leaderboard,1998 American League Player Review  Hitting Statistics League Leaderboard,1998 American League Player Review  Hitting Statistics League Leaderboard,1998 American League Player Review  Hitting Statistics League Leaderboard,1998 American League Player Review  Hitting Statistics League Leaderboard
1998,Statistic,Name,Team,#,Top 25
1998,Base on Balls,Rickey Henderson,Oakland,118,Top 25
1998,Batting Average,Bernie Williams,New York,.339,Top 25
1998,Doubles,Juan Gonzalez,Texas,50,Top 25
1998,Hits,Alex Rodriguez,Seattle,213,Top 25
1998,Home Runs,"Ken Griffey, Jr.",Seattle,56,Top 25
1998,On Base Percentage,Edgar Martinez,Seattle,.433,Top 25
1998,RBI,Juan Gonzalez,Texas,157,Top 25
1998,Runs,Derek Jeter,New York,127,Top 25
1998,Slugging Average,Albert Belle,Chicago,.655,Top 25
1998,Stolen Bases,Rickey Henderson,Oakland,66,Top 25
1998,Total Bases,Albert Belle,Chicago,399,Top 25
1998,Triples,Jose Offerman,Kansas City,13,Top 25
1998,Statistic,Name,Team,#,Top 25
1999,1999 American League Player Review  Hitting Statistics League Leaderboard,1999 American League Player Review  Hitting Statistics League Leaderboard,1999 American League Player Review  Hitting Statistics League Leaderboard,1999 American League Player Review  Hitting Statistics League Leaderboard,1999 American League Player Review  Hitting Statistics League Leaderboard
1999,Statistic,Name,Team,#,Top 25
1999,Base on Balls,Jim Thome,Cleveland,127,Top 25
1999,Batting Average,Nomar Garciaparra,Boston,.357,Top 25
1999,Doubles,Shawn Green,Toronto,45,Top 25
1999,Hits,Derek Jeter,New York,219,Top 25
1999,Home Runs,"Ken Griffey, Jr.",Seattle,48,Top 25
1999,On Base Percentage,Edgar Martinez,Seattle,.447,Top 25
1999,RBI,Manny Ramirez,Cleveland,165,Top 25
1999,Runs,Roberto Alomar,Cleveland,138,Top 25
1999,Slugging Average,Manny Ramirez,Cleveland,.663,Top 25
1999,Stolen Bases,Brian Hunter,Seattle,44,Top 25
1999,Total Bases,Shawn Green,Toronto,361,Top 25
1999,Triples,Jose Offerman,Boston,11,Top 25
1999,Statistic,Name,Team,#,Top 25
2000,2000 American League Player Review  Hitting Statistics League Leaderboard,2000 American League Player Review  Hitting Statistics League Leaderboard,2000 American League Player Review  Hitting Statistics League Leaderboard,2000 American League Player Review  Hitting Statistics League Leaderboard,2000 American League Player Review  Hitting Statistics League Leaderboard
2000,Statistic,Name,Team,#,Top 25
2000,Base on Balls,Jason Giambi,Oakland,137,Top 25
2000,Batting Average,Nomar Garciaparra,Boston,.372,Top 25
2000,Doubles,Carlos Delgado,Toronto,57,Top 25
2000,Hits,Darin Erstad,Anaheim,240,Top 25
2000,Home Runs,Troy Glaus,Anaheim,47,Top 25
2000,On Base Percentage,Jason Giambi,Oakland,.476,Top 25
2000,RBI,Edgar Martinez,Seattle,145,Top 25
2000,Runs,Johnny Damon,Kansas City,136,Top 25
2000,Slugging Average,Manny Ramirez,Cleveland,.697,Top 25
2000,Stolen Bases,Johnny Damon,Kansas City,46,Top 25
2000,Total Bases,Carlos Delgado,Toronto,378,Top 25
2000,Triples,Cristian Guzman,Minnesota,20,Top 25
2000,Statistic,Name,Team,#,Top 25
2001,2001 American League Player Review Hitting Statistics League Leaderboard,2001 American League Player Review Hitting Statistics League Leaderboard,2001 American League Player Review Hitting Statistics League Leaderboard,2001 American League Player Review Hitting Statistics League Leaderboard,2001 American League Player Review Hitting Statistics League Leaderboard
2001,Statistic,Name,Team,#,Top 25
2001,Base on Balls,Jason Giambi,Oakland,129,Top 25
2001,Batting Average,Ichiro Suzuki,Seattle,.350,Top 25
2001,Doubles,Jason Giambi,Oakland,47,Top 25
2001,Hits,Ichiro Suzuki,Seattle,242,Top 25
2001,Home Runs,Alex Rodriguez,Texas,52,Top 25
2001,On Base Percentage,Jason Giambi,Oakland,.477,Top 25
2001,RBI,Bret Boone,Seattle,141,Top 25
2001,Runs,Alex Rodriguez,Texas,133,Top 25
2001,Slugging Average,Jason Giambi,Oakland,.660,Top 25
2001,Stolen Bases,Ichiro Suzuki,Seattle,56,Top 25
2001,Total Bases,Alex Rodriguez,Texas,393,Top 25
2001,Triples,Cristian Guzman,Minnesota,14,Top 25
2001,Statistic,Name,Team,#,Top 25
2002,2002 American League Player Review  Hitting Statistics League Leaderboard,2002 American League Player Review  Hitting Statistics League Leaderboard,2002 American League Player Review  Hitting Statistics League Leaderboard,2002 American League Player Review  Hitting Statistics League Leaderboard,2002 American League Player Review  Hitting Statistics League Leaderboard
2002,Statistic,Name,Team,#,Top 25
2002,Base on Balls,Jim Thome,Cleveland,122,Top 25
2002,Batting Average,Manny Ramirez,Boston,.349,Top 25
2002,Doubles,Garret Anderson,Anaheim,56,Top 25
2002,Doubles,Nomar Garciaparra,Boston,56,Top 25
2002,Hits,Alfonso Soriano,New York,209,Top 25
2002,Home Runs,Alex Rodriguez,Texas,57,Top 25
2002,On Base Percentage,Manny Ramirez,Boston,.450,Top 25
2002,RBI,Alex Rodriguez,Texas,142,Top 25
2002,Runs,Alfonso Soriano,New York,128,Top 25
2002,Slugging Average,Jim Thome,Cleveland,.677,Top 25
2002,Stolen Bases,Alfonso Soriano,New York,41,Top 25
2002,Total Bases,Alex Rodriguez,Texas,389,Top 25
2002,Triples,Johnny Damon,Boston,11,Top 25
2002,Statistic,Name,Team,#,Top 25
2003,2003 American League Player Review Hitting Statistics League Leaderboard,2003 American League Player Review Hitting Statistics League Leaderboard,2003 American League Player Review Hitting Statistics League Leaderboard,2003 American League Player Review Hitting Statistics League Leaderboard,2003 American League Player Review Hitting Statistics League Leaderboard
2003,Statistic,Name,Team,#,Top 25
2003,Base on Balls,Jason Giambi,New York,129,Top 25
2003,Batting Average,Bill Mueller,Boston,.326,Top 25
2003,Doubles,Garret Anderson,Anaheim,49,Top 25
2003,Doubles,Vernon Wells,Toronto,49,Top 25
2003,Hits,Vernon Wells,Toronto,215,Top 25
2003,Home Runs,Alex Rodriguez,Texas,47,Top 25
2003,On Base Percentage,Manny Ramirez,Boston,.427,Top 25
2003,RBI,Carlos Delgado,Toronto,145,Top 25
2003,Runs,Alex Rodriguez,Texas,124,Top 25
2003,Slugging Average,Alex Rodriguez,Texas,.600,Top 25
2003,Stolen Bases,Carl Crawford,Tampa Bay,55,Top 25
2003,Total Bases,Vernon Wells,Toronto,373,Top 25
2003,Triples,Cristian Guzman,Minnesota,14,Top 25
2003,Statistic,Name,Team,#,Top 25
2004,2004 American League Player Review Hitting Statistics League Leaderboard,2004 American League Player Review Hitting Statistics League Leaderboard,2004 American League Player Review Hitting Statistics League Leaderboard,2004 American League Player Review Hitting Statistics League Leaderboard,2004 American League Player Review Hitting Statistics League Leaderboard
2004,Statistic,Name,Team,#,Top 25
2004,Base on Balls,Eric Chavez,Oakland,95,Top 25
2004,Batting Average,Ichiro Suzuki,Seattle,.372,Top 25
2004,Doubles,Brian Roberts,Baltimore,50,Top 25
2004,Hits,Ichiro Suzuki,Seattle,262,Top 25
2004,Home Runs,Manny Ramirez,Boston,43,Top 25
2004,On Base Percentage,Melvin Mora,Baltimore,.419,Top 25
2004,RBI,Miguel Tejada,Baltimore,150,Top 25
2004,Runs,Vladimir Guerrero,Anaheim,124,Top 25
2004,Slugging Average,Manny Ramirez,Boston,.613,Top 25
2004,Stolen Bases,Carl Crawford,Tampa Bay,59,Top 25
2004,Total Bases,Vladimir Guerrero,Anaheim,366,Top 25
2004,Triples,Carl Crawford,Tampa Bay,19,Top 25
2004,Statistic,Name,Team,#,Top 25
2005,2005 American League Player Review Hitting Statistics League Leaderboard,2005 American League Player Review Hitting Statistics League Leaderboard,2005 American League Player Review Hitting Statistics League Leaderboard,2005 American League Player Review Hitting Statistics League Leaderboard,2005 American League Player Review Hitting Statistics League Leaderboard
2005,Statistic,Name,Team,#,Top 25
2005,Base on Balls,Jason Giambi,New York,108,Top 25
2005,Batting Average,Michael Young,Texas,.331,Top 25
2005,Doubles,Miguel Tejada,Baltimore,50,Top 25
2005,Hits,Michael Young,Texas,221,Top 25
2005,Home Runs,Alex Rodriguez,New York,48,Top 25
2005,On Base Percentage,Jason Giambi,New York,.440,Top 25
2005,RBI,David Ortiz,Boston,148,Top 25
2005,Runs,Alex Rodriguez,New York,124,Top 25
2005,Slugging Average,Alex Rodriguez,New York,.610,Top 25
2005,Stolen Bases,Chone Figgins,Los Angeles,62,Top 25
2005,Total Bases,Mark Teixeira,Texas,370,Top 25
2005,Triples,Carl Crawford,Tampa Bay,15,Top 25
2005,Statistic,Name,Team,#,Top 25
2006,2006 American League Player Review ← 2005 | 2006 A.L. Hitting Statistics League Leaders | 2007 →,2006 American League Player Review ← 2005 | 2006 A.L. Hitting Statistics League Leaders | 2007 →,2006 American League Player Review ← 2005 | 2006 A.L. Hitting Statistics League Leaders | 2007 →,2006 American League Player Review ← 2005 | 2006 A.L. Hitting Statistics League Leaders | 2007 →,2006 American League Player Review ← 2005 | 2006 A.L. Hitting Statistics League Leaders | 2007 →
2006,Statistic,Name,Team,#,Top 25
2006,Base on Balls,David Ortiz,Boston,119,Top 25
2006,Batting Average,Joe Mauer,Minnesota,.347,Top 25
2006,Doubles,Grady Sizemore,Cleveland,53,Top 25
2006,Hits,Ichiro Suzuki,Seattle,224,Top 25
2006,Home Runs,David Ortiz,Boston,54,Top 25
2006,On Base Percentage,Manny Ramirez,Boston,.439,Top 25
2006,RBI,David Ortiz,Boston,137,Top 25
2006,Runs,Grady Sizemore,Cleveland,134,Top 25
2006,Slugging Average,Travis Hafner,Cleveland,.659,Top 25
2006,Stolen Bases,Carl Crawford,Tampa Bay,58,Top 25
2006,Total Bases,David Ortiz,Boston,355,Top 25
2006,Triples,Carl Crawford,Tampa Bay,16,Top 25
2006,Statistic,Name,Team,#,Top 25
2006,2006 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2006 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2006 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2006 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2006 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year
2007,2007 American League Player Review ← 2006 | 2007 A.L. Hitting Statistics League Leaders | 2008 →,2007 American League Player Review ← 2006 | 2007 A.L. Hitting Statistics League Leaders | 2008 →,2007 American League Player Review ← 2006 | 2007 A.L. Hitting Statistics League Leaders | 2008 →,2007 American League Player Review ← 2006 | 2007 A.L. Hitting Statistics League Leaders | 2008 →,2007 American League Player Review ← 2006 | 2007 A.L. Hitting Statistics League Leaders | 2008 →
2007,Statistic,Name,Team,#,Top 25
2007,Base on Balls,David Ortiz,Boston,111,Top 25
2007,Batting Average,Magglio Ordonez,Detroit,.363,Top 25
2007,Doubles,Magglio Ordonez,Detroit,54,Top 25
2007,Hits,Ichiro Suzuki,Seattle,238,Top 25
2007,Home Runs,Alex Rodriguez,New York,54,Top 25
2007,On Base Percentage,David Ortiz,Boston,.445,Top 25
2007,RBI,Alex Rodriguez,New York,156,Top 25
2007,Runs,Alex Rodriguez,New York,143,Top 25
2007,Slugging Average,Alex Rodriguez,New York,.645,Top 25
2007,Stolen Bases,Carl Crawford,Tampa Bay,50,Top 25
2007,Stolen Bases,Brian Roberts,Baltimore,50,Top 25
2007,Total Bases,Alex Rodriguez,New York,376,Top 25
2007,Triples,Curtis Granderson,Detroit,23,Top 25
2007,Statistic,Name,Team,#,Top 25
2007,2007 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2007 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2007 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2007 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,2007 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year
2008,2008 American League Player Review ← 2007 | 2008 Hitting Statistics League Leaders | 2009 →,2008 American League Player Review ← 2007 | 2008 Hitting Statistics League Leaders | 2009 →,2008 American League Player Review ← 2007 | 2008 Hitting Statistics League Leaders | 2009 →,2008 American League Player Review ← 2007 | 2008 Hitting Statistics League Leaders | 2009 →,2008 American League Player Review ← 2007 | 2008 Hitting Statistics League Leaders | 2009 →
2008,Statistic,Name,Team,#,Top 25
2008,Base on Balls,Jack Cust,Oakland,111,Top 25
2008,Batting Average,Joe Mauer,Minnesota,.330,Top 25
2008,Doubles,Dustin Pedroia,Boston,54,Top 25
2008,Hits,Dustin Pedroia,Boston,213,Top 25
2008,Hits,Ichiro Suzuki,Seattle,213,Top 25
2008,Home Runs,Miguel Cabrera,Detroit,37,Top 25
2008,On Base Percentage,Milton Bradley,Texas,.436,Top 25
2008,RBI,Josh Hamilton,Texas,130,Top 25
2008,Runs,Dustin Pedroia,Boston,118,Top 25
2008,Slugging Average,Alex Rodriguez,New York,.573,Top 25
2008,Stolen Bases,Jacoby Ellsbury,Boston,50,Top 25
2008,Total Bases,Josh Hamilton,Texas,331,Top 25
2008,Triples,Curtis Granderson,Detroit,13,Top 25
2008,Statistic,Name,Team,#,Top 25
